"treat","age","educ","black","hisp","marr","nodegree","re74","re75","re78"
0,28,17,0,0,0,0,4637.585,0,10623.38
0,31,13,0,0,0,0,1402.835,57.29032,277.8126
0,19,13,0,0,0,0,509.4094,3290.613,7843.773
0,47,12,0,0,1,0,0,0,0
0,25,9,0,0,1,1,1500.798,2343.532,0
0,19,13,0,0,0,0,4627.788,3519.774,2890.433
0,28,12,0,0,1,0,0,288.2419,0
0,32,14,0,1,1,0,564.2688,1457.323,0
0,19,12,0,0,0,0,2098.375,7734.194,0
0,22,12,0,0,1,0,6377.413,7215,8201.382
0,17,10,0,0,0,1,0,171.871,1483.637
0,45,18,0,0,1,0,3248.464,2492.129,3747.515
0,32,8,1,0,1,1,2621.499,2941.5,0
0,18,13,0,0,0,0,3275.894,2681.903,14772.83
0,34,14,0,0,1,0,1275.483,3419.516,25564.67
0,19,13,0,0,0,0,1904.407,3808.016,3044.117
0,37,12,0,0,0,0,1733.951,1559.371,4221.865
0,44,12,0,0,1,0,6348.024,5378.129,0
0,18,11,0,0,0,1,2723.381,4826.71,3703.183
0,18,12,0,0,0,0,2431.45,529.9355,366.4762
0,18,12,0,0,0,0,225.3157,3072.194,9946.578
0,18,11,0,0,0,1,497.6538,0,16860.86
0,32,12,0,0,1,0,4862.9,7617.823,5928.639
0,18,12,0,0,0,0,746.4807,1097.468,0
0,19,12,0,0,0,0,2356.998,4620.823,3060.372
0,17,11,0,0,0,1,724.9287,2520.774,2720.495
0,18,11,0,1,1,1,6173.65,6821.129,14582.21
0,17,11,0,0,0,1,0,440.4194,4232.209
0,17,11,0,0,0,1,2500.024,3065.032,8541.26
0,49,6,0,0,1,1,0,0,0
0,21,8,0,0,1,1,6481.255,7095.048,13194.62
0,18,11,0,1,0,1,0,0,6527.118
0,26,16,0,0,0,0,135.1894,0,0
0,24,12,0,0,1,0,4749.263,0,0
0,21,9,0,0,0,1,1845.629,55.5,842.3041
0,17,10,0,0,0,1,0,911.2742,5900.562
0,18,10,1,0,0,1,3505.128,4986.048,141.8618
0,17,11,0,0,0,1,0,589.0161,2467.803
0,25,11,0,0,1,1,3669.707,2868.097,345.788
0,47,14,1,0,1,0,0,0,0
0,26,16,0,0,1,0,6026.705,0,5528.175
0,20,12,0,0,0,0,1690.847,0,1631.41
0,40,9,0,0,0,1,3949.882,0,4220.387
0,16,10,0,0,0,1,0,778.7903,5186.82
0,47,12,0,0,1,0,1565.454,0,0
0,17,11,0,1,0,1,732.7658,742.9839,0
0,44,14,0,1,1,0,0,3607.5,0
0,18,11,0,0,0,1,0,3226.161,15814.63
0,17,10,0,0,0,1,2129.723,2141.226,9201.803
0,24,9,0,0,1,1,0,0,628.0338
0,17,8,0,0,0,1,239.0305,1391.081,7546.75
0,36,12,1,0,1,0,1199.071,0,0
0,17,11,0,0,0,1,0,723.2903,13264.07
0,24,11,1,0,0,1,0,0,0
0,24,10,0,0,1,1,4778.652,3902.903,5987.748
0,53,12,0,0,1,0,0,0,0
0,18,12,0,0,0,0,4490.64,6124.694,7766.931
0,26,12,0,0,1,0,0,0,12974.44
0,28,12,0,0,1,0,1971.022,0,0
0,25,16,0,0,1,0,60.73727,0,0
0,19,11,0,0,0,1,0,4309.306,12015.39
0,19,12,0,1,1,0,1833.874,3442.79,15254.57
0,27,16,0,0,0,0,1692.807,0,0
0,21,10,0,0,1,1,4457.332,4771.21,13924.62
0,29,12,0,0,0,0,4913.841,5440.79,5208.986
0,43,6,0,0,1,1,0,0,0
0,34,14,0,0,1,0,0,0,2365.84
0,19,11,0,0,0,1,0,0,486.172
0,45,18,0,0,0,0,0,914.8548,2364.363
0,28,12,0,0,1,0,3332.713,0,0
0,18,12,0,0,0,0,0,0,15024.05
0,26,14,0,0,0,0,0,159.3387,2919.988
0,25,12,1,0,1,0,295.8493,6942.871,461.0507
0,17,10,0,0,0,1,0,2705.177,6776.854
0,32,18,0,0,0,0,468.2648,1398.242,456.6175
0,20,13,0,0,0,0,5691.67,6119.323,0
0,17,10,0,1,0,1,344.831,2116.161,5902.04
0,27,13,0,0,0,0,0,0,0
0,27,14,0,0,0,0,6116.831,6514.984,0
0,22,16,0,0,0,0,0,0,0
0,16,6,0,1,0,1,164.5784,35.80645,1640.276
0,16,8,0,0,0,1,0,0,9667.287
0,18,11,0,0,0,1,0,0,7419.665
0,33,13,0,0,1,0,0,0,0
0,18,11,0,0,0,1,3166.175,2638.935,0
0,16,8,0,0,0,1,0,1113.581,542.3257
0,19,10,0,0,0,1,6314.717,5209.839,21763.96
0,18,11,0,0,0,1,1226.501,631.9839,3404.682
0,40,12,0,0,1,0,0,0,0
0,17,11,0,0,0,1,664.1914,1188.774,5588.762
0,17,10,0,0,0,1,456.5092,603.3387,0
0,52,12,0,1,1,0,0,0,0
0,19,8,0,1,0,1,368.3422,300.7742,18510
0,16,5,1,0,0,1,0,3485.758,3465.269
0,42,12,0,0,1,0,0,0,0
0,17,11,0,0,0,1,0,0,0
0,16,10,0,0,0,1,0,0,7854.117
0,31,13,0,0,1,0,0,3944.081,0
0,17,10,0,0,0,1,309.5642,1972.935,0
0,32,12,0,0,1,0,918.8961,0,11.82181
0,21,14,0,0,0,0,0,2871.677,24899.69
0,17,7,0,0,0,1,1442.02,1247.855,4481.945
0,38,17,0,0,1,0,0,0,0
0,47,12,0,0,1,0,0,0,0
0,21,12,0,0,0,0,4617.992,2250.435,2432.338
0,27,14,0,1,0,0,0,0,10979.51
0,33,10,1,0,0,1,0,0,0
0,28,14,0,0,1,0,0,0,441.8402
0,21,12,0,0,0,0,3512.965,4398.823,0
0,36,13,0,0,1,0,0,0,0
0,23,16,0,0,1,0,0,0,0
0,18,11,0,0,0,1,4768.855,5635.935,23031.85
0,18,10,1,0,0,1,607.3727,1806.435,4153.889
0,21,12,0,0,1,0,0,0,7591.081
0,18,11,0,0,0,1,86.20774,1256.806,9933.278
0,30,17,0,1,1,0,2027.841,0,0
0,19,13,0,0,0,0,0,1108.21,5962.627
0,20,13,0,0,0,0,3154.42,107.4194,5732.101
0,54,10,0,0,0,1,0,0,0
0,17,10,0,0,0,1,219.4379,105.629,7415.232
0,54,12,0,0,1,0,0,0,0
0,21,13,0,0,0,0,5591.747,4076.565,14180.26
0,37,8,0,1,1,1,4075.275,0,2240.233
0,18,11,0,0,0,1,2766.485,2705.177,9034.82
0,50,12,0,0,1,0,0,0,0
0,16,10,0,0,0,1,0,0,0
0,21,14,0,0,0,0,2966.33,2980.887,15219.11
0,22,12,0,0,0,0,6263.776,5943.871,12245.92
0,26,18,0,0,0,0,3356.224,0,0
0,19,12,0,0,0,0,4874.656,4613.661,3809.579
0,18,12,0,0,0,0,4186.953,7034.177,7967.902
0,17,8,1,0,0,1,0,0,12760.17
0,46,18,0,0,1,0,1273.523,268.5484,0
0,20,10,0,0,1,1,3099.56,2970.145,21141.83
0,28,16,0,0,1,0,0,1312.306,0
0,25,6,0,0,1,1,0,2916.435,17967.68
0,42,14,0,0,1,0,0,7095.048,10790.36
0,16,10,0,0,0,1,0,0,7322.135
0,21,13,0,0,0,0,4388.758,4042.548,6450.276
0,28,12,0,1,0,0,2840.937,4892.952,19820.75
0,31,12,0,0,1,0,0,0,0
0,55,12,0,0,1,0,0,0,0
0,28,12,0,0,1,0,0,0,1392.018
0,17,11,0,0,0,1,0,0,15124.53
0,55,11,0,0,1,1,3107.397,2608.5,3070.716
0,18,12,0,0,0,0,3581.54,1636.355,6268.516
0,26,13,0,0,1,0,215.5193,687.4839,5019.837
0,23,16,0,0,1,0,5556.481,3990.629,0
0,19,12,0,0,0,0,1524.31,1797.484,0
0,20,6,1,0,0,1,5834.697,5331.581,2801.77
0,28,15,0,0,1,0,585.8208,0,0
0,17,11,0,0,0,1,1408.713,5387.081,6496.086
0,19,13,0,0,0,0,2092.497,4132.065,16170.76
0,28,8,0,0,1,1,0,725.0806,260.0799
0,30,12,0,0,1,0,0,0,0
0,16,8,0,0,0,1,0,202.3065,4303.14
0,48,10,0,0,1,1,4823.715,6361.016,1442.261
0,29,15,0,0,1,0,0,0,1588.556
0,25,12,0,0,0,0,462.387,1355.274,0
0,16,10,0,0,0,1,3558.029,3607.5,11643.01
0,27,10,1,0,0,1,0,0,7543.794
0,18,12,0,0,0,0,0,3485.758,5980.359
0,20,12,0,0,0,0,3393.45,3226.161,6073.456
0,19,9,0,0,1,1,4958.904,2771.419,9082.108
0,20,12,0,1,0,0,1880.896,1668.581,12220.8
0,24,12,1,0,1,0,4232.016,320.4677,1273.8
0,23,10,0,0,0,1,1116.782,1303.355,2232.845
0,18,11,1,0,0,1,101.8819,1910.274,13504.94
0,21,15,0,0,0,0,2613.662,726.871,25564.67
0,27,16,0,0,0,0,0,0,0
0,17,10,0,0,0,1,562.3096,1149.387,7842.295
0,17,11,0,0,0,1,0,3220.79,11790.78
0,24,12,0,0,0,0,4396.595,4943.081,25564.67
0,29,17,0,0,1,0,4286.876,3022.065,15697.89
0,41,14,1,0,1,0,0,0,20241.9
0,16,8,0,0,0,1,0,295.4032,1539.791
0,49,12,0,0,1,0,0,0,0
0,30,18,0,0,0,0,4137.971,3827.71,3020.473
0,24,12,0,0,1,0,405.5682,445.7903,0
0,17,11,0,1,0,1,601.4949,10.74194,1913.656
0,16,10,0,0,0,1,0,424.3065,6269.994
0,16,10,0,0,0,1,0,3099.048,8968.323
0,23,18,0,1,0,0,0,0,0
0,17,10,0,0,0,1,834.6477,1693.645,7772.842
0,17,11,0,1,0,1,803.2994,248.8548,5173.521
0,17,11,0,0,0,1,0,418.9355,6185.763
0,26,16,0,0,0,0,3669.707,4373.758,0
0,21,15,0,0,0,0,3942.045,2196.726,22131.91
0,20,12,0,0,0,0,0,26.85484,17858.33
0,18,12,0,0,1,0,1551.739,4108.79,22145.21
0,28,12,0,0,1,0,6240.265,6271.5,15641.74
0,18,7,0,0,0,1,672.0285,1509.242,298.5008
0,41,8,0,1,1,1,2517.658,0,0
0,30,11,1,0,1,1,0,3270.919,0
0,32,12,0,0,1,0,1338.179,2227.161,799.4501
0,23,14,0,0,0,0,5241.039,5562.532,10494.81
0,17,10,0,0,0,1,0,0,12330.15
0,20,12,0,0,0,0,94.04481,0,15031.43
0,54,5,1,0,1,1,0,0,0
0,53,15,0,0,1,0,0,0,0
0,16,10,0,0,0,1,0,0,11564.69
0,32,16,0,0,1,0,3463.984,0,0
0,18,12,0,0,0,0,3526.68,2823.339,8259.014
0,21,15,0,0,0,0,2629.336,0,1717.118
0,17,7,1,0,0,1,1054.086,2286.242,1613.677
0,21,12,0,0,0,0,0,3736.403,9724.919
0,16,7,0,1,0,1,0,3750.726,11770.09
0,18,12,0,0,0,0,4729.67,3328.21,12602.05
0,19,12,0,0,0,0,762.1548,6282.242,382.7312
0,18,11,0,0,0,1,2002.371,5070.194,16291.94
0,52,3,0,0,1,1,3166.175,4153.548,11313.47
0,19,12,0,0,1,0,1447.898,3023.855,20999.97
0,33,13,0,1,1,0,0,0,0
0,16,9,0,0,0,1,0,597.9677,2878.611
0,19,13,0,0,0,0,2016.086,2107.21,0
0,50,16,0,0,1,0,1610.517,1754.516,0
0,20,12,1,0,0,0,0,4434.629,11910.48
0,23,12,1,0,0,0,2482.391,0,12538.51
0,24,12,0,0,1,0,0,6955.403,2964.32
0,25,17,0,0,1,0,0,0,18668.12
0,26,16,0,0,0,0,3842.122,3487.548,1717.118
0,35,14,0,0,1,0,3732.403,3179.613,0
0,17,11,0,0,0,1,699.4582,762.6774,10008.64
0,54,12,0,0,0,0,0,0,0
0,45,12,0,0,1,0,0,4407.774,12303.55
0,24,12,0,0,1,0,5043.153,2015.903,4292.796
0,17,11,0,0,0,1,0,4040.758,9713.097
0,16,10,0,0,0,1,0,821.7581,10639.63
0,30,12,0,0,1,0,0,0,0
0,26,12,0,0,1,0,5495.743,7304.516,25564.67
0,22,12,0,0,0,0,4917.76,6516.774,11739.06
0,21,16,0,0,0,0,4882.493,0,20552.22
0,19,13,0,0,0,0,0,0,0
0,43,12,0,1,1,0,2020.004,1713.339,1557.524
0,48,9,1,0,0,1,0,0,0
0,34,13,0,0,1,0,0,0,0
0,21,15,0,0,0,0,2972.208,3731.032,774.3287
0,17,10,1,0,0,1,0,0,1053.619
0,48,12,0,0,1,0,0,0,0
0,53,13,0,0,1,0,0,7748.516,0
0,45,8,0,0,0,1,0,0,0
0,35,18,0,0,1,0,0,0,0
0,18,11,0,0,0,1,766.0733,272.129,25564.67
0,24,16,0,0,0,0,2568.599,2442,15847.14
0,16,10,0,0,0,1,1818.2,4658.419,25564.67
0,21,15,0,0,0,0,5644.648,2545.839,6673.413
0,18,12,0,0,0,0,0,4081.935,13516.76
0,43,12,0,0,1,0,0,0,0
0,37,17,0,0,0,0,0,0,1561.957
0,19,11,0,0,0,1,1253.931,6695.806,3289.419
0,25,16,0,0,1,0,0,0,25564.67
0,16,10,0,0,0,1,0,0,3514.034
0,20,10,0,0,1,1,6563.544,134.2742,15363.92
0,42,8,0,0,1,1,0,0,0
0,28,16,0,0,0,0,1257.849,5469.435,13497.55
0,17,10,0,0,0,1,740.6029,1018.694,11963.67
0,19,9,0,0,0,1,474.1426,1312.306,0
0,23,16,0,0,0,0,1404.794,603.3387,2404.261
0,18,8,0,0,0,1,5023.56,1391.081,6756.166
0,16,10,0,0,0,1,0,2187.774,8177.739
0,18,12,0,0,0,0,954.1629,205.8871,11622.32
0,51,8,0,0,0,1,2288.424,4300.355,5814.854
0,47,12,0,0,1,0,0,0,0
0,30,7,0,0,1,1,574.0652,2010.532,366.4762
0,18,11,0,0,0,1,0,1432.258,2142.704
0,31,12,0,0,1,0,0,0,0
0,28,12,0,0,1,0,0,0,0
0,21,12,0,0,0,0,6159.935,1929.968,8287.091
0,54,8,0,0,0,1,0,0,0
0,20,12,1,0,0,0,4361.328,3917.226,15885.56
0,20,10,0,0,1,1,4627.788,2327.419,2401.306
0,18,12,0,0,0,0,0,1007.952,21033.96
0,22,16,0,0,0,0,4974.578,7281.242,9253.524
0,17,11,0,0,0,1,871.8737,6411.145,5265.14
0,39,6,0,1,1,1,0,6588.387,11526.27
0,30,11,0,0,1,1,88.16701,4321.839,0
0,17,11,0,0,0,1,1561.536,2477.806,14264.49
0,17,11,0,0,0,1,0,1068.823,3534.722
0,29,0,0,1,0,1,0,0,1034.409
0,28,12,0,0,1,0,0,0,0
0,31,18,0,0,1,0,0,3560.952,15392
0,17,11,0,0,0,1,335.0346,2753.516,13954.17
0,19,9,0,0,0,1,952.2037,1657.839,2322.986
0,19,8,0,0,1,1,39.18534,1136.855,5327.204
0,24,8,0,1,1,1,0,1088.516,2611.143
0,17,11,0,0,0,1,0,0,0
0,19,12,1,0,0,0,31.34827,3224.371,10757.85
0,16,9,0,0,0,1,68.57434,911.2742,10246.56
0,32,12,0,0,1,0,5772,0,0
0,55,7,0,0,0,1,0,0,0
0,16,10,1,0,0,1,0,581.8548,2810.636
0,52,13,0,0,1,0,5877.8,6031.597,3104.704
